method,instances,mean_distance_km,mean_objective,mean_runtime_seconds,median_workload_std,mean_synthetic_late_rate,mean_total_lateness_minutes,mean_replans
dynamic_rolling_alns,12,163.17600975660474,167028.21822490837,0.5578250633332876,3.2149674936050374,0.02143103236126492,58.75506427279192,47.333333333333336
dynamic_online_greedy,12,211.67026020103899,215714.48776129412,0.0030095788332952602,3.179460255872634,0.025476190476190475,61.80668527480325,
ortools_cp_sat_decomposed,12,101.71717111602943,264680.9514490072,3.7689455985833624,0.4714045207910317,0.10543639517241749,2714.169945667633,
alns_offline,12,50.74672044197454,903894.0981117738,5.395369148833424,10.685466578152795,0.5034305743256179,14201.651513792445,
greedy_regret2_offline,12,72.41888773122359,1323190.5344000456,0.17765999316634407,13.610306097112588,0.6058554993776856,20823.507347766656,
